instagram_handle,creator_name,region_focus,source_countries,followers,engagement_avg,engagement_rate,composite_score,ltk_shopmy_signal,source_urls,ltk_signal,shopmy_signal,signal_source,signal_last_checked,creator_type,style_archetype,price_tier,category_focus,audience_life_stage,commerce_readiness_score,influence_score,matchability_score,audience_fit_score,final_score,scoring_notes,scored_on
soheatherblog,So Heather Blog,US/CA,United States,104200,237,0.002274,0.001643,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-the-united-states-to-follow-in-2024-style-icons-redefining-the-industry,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.16,5,0,5.16,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
orchardroadfashion,Orchard Road Fashion,Asia,Singapore,147300,307,0.002084,0.001596,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.16,5,0,5.16,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
vertu.england,Vertu Official,Asia,Singapore,256600,442,0.001723,0.001556,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.16,5,0,5.16,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kirstynnamarie,Kirstyn Marie,US/CA,Canada,483500,532,0.001100,0.001555,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.16,5,0,5.16,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
homewithjuan,Juan Marquez,US/CA,United States,543400,435,0.000801,0.001467,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.15,5,0,5.15,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
shemarrejohnson,Shemar Re’John,US/CA,Canada,604100,362,0.000599,0.001443,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.14,5,0,5.14,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jess.tje,jess tje,US/CA,Canada,532400,373,0.000701,0.001382,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.14,5,0,5.14,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
justglow011,Vesna / JustGlow011,US/CA,United States,184800,296,0.001602,0.001349,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.13,5,0,5.13,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ellehongkong,ELLE Hong Kong,Asia,Hong Kong,486500,371,0.000763,0.001340,Unknown,https://hypeauditor.com/top-instagram-fashion-hong-kong/,Unknown,Unknown,Not Scanned,,publisher,classic,mid,mixed,aspirational,0,0.13,15,0,15.13,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
dominikakhryshchanovy,Dominika Khryshchanovy,US/CA,Canada,517799,259,0.000500,0.001224,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.12,5,0,5.12,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
myna_berr,Berr,US/CA,Canada,581700,175,0.000301,0.001209,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.12,5,0,5.12,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
yasmin_law,Yasmin Law,US/CA,Canada,573600,172,0.000300,0.001194,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.12,5,0,5.12,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lolatreatz,Lauren Perdue,US/CA,United States,674100,0,0.000000,0.001177,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-atlanta-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.12,5,0,5.12,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
carolinebrookt,Caroline Brook,US/CA,United States,658400,0,0.000000,0.001149,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.11,5,0,5.11,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
themanmakesthesuit,Randy Willard,US/CA,United States,274500,274,0.000998,0.001115,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,workwear,aspirational,0,0.11,10,0,10.11,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kebaya.societe,kebaya.societe,Asia,Singapore,43700,71,0.001625,0.001111,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.11,5,0,5.11,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
rileyblack2,Riley,US/CA,United States,618100,0,0.000000,0.001077,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.11,5,0,5.11,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
colleen.333,Colleen,US/CA,United States,596600,0,0.000000,0.001039,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
emilyhambrook,Emily Hambrook,US/CA,Canada,190600,210,0.001102,0.001033,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
zavalija,Zavalija,US/CA,Canada,577800,0,0.000000,0.001005,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
catherinelolo,Catherine L,US/CA,Canada,448600,135,0.000301,0.000971,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ilyssa_louise,Ilyssa Louise,US/CA,Canada,558400,0,0.000000,0.000971,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
tylerboles,Tyler Boles,US/CA,Canada,484900,97,0.000200,0.000970,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
thecaramel_lovelies,Lovelywomenfeed,US/CA,United States,547700,0,0.000000,0.000952,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.10,5,0,5.10,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
madi.preece,Madi Preece,US/CA,Canada,541000,0,0.000000,0.000940,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.09,5,0,5.09,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
dannaandree,Danna Andree,US/CA,Canada,424500,127,0.000299,0.000926,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.09,5,0,5.09,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
roseycher,Rosey Chern,US/CA,Canada,490500,49,0.000100,0.000915,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,romantic,mid,mixed,aspirational,0,0.09,15,0,15.09,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
basicmodels,Basic Models Management,Asia,Singapore,46600,58,0.001245,0.000868,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,model,classic,mid,mixed,aspirational,0,0.09,15,0,15.09,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
the.dbg,DBG,US/CA,Canada,447700,45,0.000101,0.000839,Unknown,https://infludata.com/rankings/top-20-influencer-canada-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.08,5,0,5.08,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
katepohl,Kate Pohl,US/CA,Canada,484400,0,0.000000,0.000838,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.08,5,0,5.08,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
chloerosee,Chloe,US/CA,Canada,387000,77,0.000199,0.000794,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,romantic,mid,mixed,aspirational,0,0.08,15,0,15.08,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
amandaanisimova,Amanda Kay Victoria,US/CA,Canada,455900,0,0.000000,0.000787,Unknown,https://infludata.com/rankings/top-20-influencer-canada-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.08,5,0,5.08,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
delphineh,Delphine,US/CA,Canada,381600,76,0.000199,0.000785,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.08,5,0,5.08,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
louloutrendy,Loulou,US/CA,Canada,417200,0,0.000000,0.000718,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.07,5,0,5.07,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jazielgil,Jaziel Gil,US/CA,Canada,244100,98,0.000401,0.000671,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.07,5,0,5.07,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ishachaudhari_official,Isha Chaudhari,Asia,Singapore,70000,60,0.000857,0.000657,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.07,5,0,5.07,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
chellosg,Chello,Asia,Singapore,53500,47,0.000879,0.000642,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.06,5,0,5.06,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
katiekelly,Katie Kelly,US/CA,United States,365400,0,0.000000,0.000626,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.06,5,0,5.06,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jesslizs,Jessica Liz,US/CA,United States,356700,0,0.000000,0.000610,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.06,5,0,5.06,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kissoonl,Alishia,US/CA,Canada,345600,0,0.000000,0.000590,Unknown,https://infludata.com/rankings/top-20-influencer-canada-toronto-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.06,5,0,5.06,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
monica.xo_,Monica,US/CA,Canada,255200,51,0.000200,0.000559,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.06,5,0,5.06,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lombardandfifth,Veronica Levy,US/CA,United States,302800,0,0.000000,0.000514,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.05,5,0,5.05,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
renata_sanfilippo,Renata Sanfilippo,US/CA,United States,287400,0,0.000000,0.000486,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,0.05,5,0,5.05,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
